"region","type","year","combined.value","units","data.type","variables"
"s New England","effort",1992,353735,"#","stockassessment","lob.trap"
"s New England","effort",1993,414956,"#","stockassessment","lob.trap"
"s New England","effort",1994,451696,"#","stockassessment","lob.trap"
"s New England","effort",1995,443833,"#","stockassessment","lob.trap"
"s New England","effort",1996,516487,"#","stockassessment","lob.trap"
"s New England","effort",1997,546347,"#","stockassessment","lob.trap"
"s New England","effort",1998,588422,"#","stockassessment","lob.trap"
"s New England","effort",1999,577865,"#","stockassessment","lob.trap"
"s New England","effort",2000,403314,"#","stockassessment","lob.trap"
"s New England","effort",2001,378579,"#","stockassessment","lob.trap"
"s New England","effort",2002,354443,"#","stockassessment","lob.trap"
"s New England","effort",2003,249699,"#","stockassessment","lob.trap"
"s New England","effort",2004,241613,"#","stockassessment","lob.trap"
"s New England","effort",2005,217542,"#","stockassessment","lob.trap"
"s New England","effort",2006,232712,"#","stockassessment","lob.trap"
"s New England","effort",2007,213615,"#","stockassessment","lob.trap"
"s New England","environment",1950,16.312812,"deg C","","temp.sne"
"s New England","environment",1951,14.458978,"deg C","","temp.sne"
"s New England","environment",1952,12.75765,"deg C","","temp.sne"
"s New England","environment",1953,15.605151,"deg C","","temp.sne"
"s New England","environment",1954,15.641252,"deg C","","temp.sne"
"s New England","environment",1955,13.762103,"deg C","","temp.sne"
"s New England","environment",1956,14.359014,"deg C","","temp.sne"
"s New England","environment",1957,15.217712,"deg C","","temp.sne"
"s New England","environment",1958,14.639751,"deg C","","temp.sne"
"s New England","environment",1959,13.859012,"deg C","","temp.sne"
"s New England","environment",1960,14.046515,"deg C","","temp.sne"
"s New England","environment",1961,13.70166,"deg C","","temp.sne"
"s New England","environment",1962,15.344444,"deg C","","temp.sne"
"s New England","environment",1963,13.787006,"deg C","","temp.sne"
"s New England","environment",1964,13.088492,"deg C","","temp.sne"
"s New England","environment",1965,13.669441,"deg C","","temp.sne"
"s New England","environment",1966,12.984852,"deg C","","temp.sne"
"s New England","environment",1967,12.943548,"deg C","","temp.sne"
"s New England","environment",1968,13.621398,"deg C","","temp.sne"
"s New England","environment",1969,15.304755,"deg C","","temp.sne"
"s New England","environment",1970,14.933678,"deg C","","temp.sne"
"s New England","environment",1971,15.536876,"deg C","","temp.sne"
"s New England","environment",1972,14.702324,"deg C","","temp.sne"
"s New England","environment",1973,16.087607,"deg C","","temp.sne"
"s New England","environment",1974,16.657752,"deg C","","temp.sne"
"s New England","environment",1975,15.659175,"deg C","","temp.sne"
"s New England","environment",1976,15.257379,"deg C","","temp.sne"
"s New England","environment",1977,14.760695,"deg C","","temp.sne"
"s New England","environment",1978,13.01192,"deg C","","temp.sne"
"s New England","environment",1979,14.702905,"deg C","","temp.sne"
"s New England","environment",1980,14.504131,"deg C","","temp.sne"
"s New England","environment",1981,14.059989,"deg C","","temp.sne"
"s New England","environment",1982,14.535405,"deg C","","temp.sne"
"s New England","environment",1983,15.119095,"deg C","","temp.sne"
"s New England","environment",1984,14.805064,"deg C","","temp.sne"
"s New England","environment",1985,15.880614,"deg C","","temp.sne"
"s New England","environment",1986,15.588882,"deg C","","temp.sne"
"s New England","environment",1987,13.908468,"deg C","","temp.sne"
"s New England","environment",1988,14.883539,"deg C","","temp.sne"
"s New England","environment",1989,15.829131,"deg C","","temp.sne"
"s New England","environment",1990,15.638728,"deg C","","temp.sne"
"s New England","environment",1991,16.07361,"deg C","","temp.sne"
"s New England","environment",1992,14.594112,"deg C","","temp.sne"
"s New England","environment",1993,15.117083,"deg C","","temp.sne"
"s New England","environment",1994,14.868299,"deg C","","temp.sne"
"s New England","environment",1995,16.276791,"deg C","","temp.sne"
"s New England","environment",1996,13.341169,"deg C","","temp.sne"
"s New England","environment",1997,15.720409,"deg C","","temp.sne"
"s New England","environment",1998,14.990171,"deg C","","temp.sne"
"s New England","environment",1999,16.579129,"deg C","","temp.sne"
"s New England","environment",2000,15.322819,"deg C","","temp.sne"
"s New England","environment",2001,16.223004,"deg C","","temp.sne"
"s New England","environment",2002,15.725509,"deg C","","temp.sne"
"s New England","environment",2003,14.594365,"deg C","","temp.sne"
"s New England","environment",2004,13.400405,"deg C","","temp.sne"
"s New England","environment",2005,13.708102,"deg C","","temp.sne"
"s New England","environment",2006,14.945187,"deg C","","temp.sne"
"s New England","environment",2007,14.687211,"deg C","","temp.sne"
"s New England","environment",2008,14.972323,"deg C","","temp.sne"
"s New England","environment",2009,18.356618,"deg C","","temp.sne"
"s New England","predator",1967,12.419,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1968,7.107,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1969,9.906,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1970,5.169,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1971,2.847,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1972,13.011,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1973,3.86,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1974,1.925,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1975,5.51,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1976,6.27,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1977,4.581,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1978,3.211,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1979,4.059,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1980,3.436,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1981,4.221,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1982,7.777,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1983,2.874,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1984,3.764,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1985,2.327,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1986,1.56,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1987,2.087,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1988,1.632,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1989,2.88,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1990,4.533,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1991,1.732,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1992,1.704,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1993,1.137,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1994,4.551,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1995,1.56,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1996,2.125,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1997,2.561,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1998,2.937,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",1999,4.07,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",2000,1.63,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",2001,3.75,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",2002,2.93,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",2003,4.43,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",2004,3.43,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",2005,4.985,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",2006,2.867,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","predator",2007,2.799,"#/tow","trawlsurvey","cod.abund , longsculp.abund , monk.abund , smoothdog.abund"
"s New England","prey",1982,11151510,"Million","stockassessment","lob.abund"
"s New England","prey",1983,11301070,"Million","stockassessment","lob.abund"
"s New England","prey",1984,14602030,"Million","stockassessment","lob.abund"
"s New England","prey",1985,18295960,"Million","stockassessment","lob.abund"
"s New England","prey",1986,18499450,"Million","stockassessment","lob.abund"
"s New England","prey",1987,20602600,"Million","stockassessment","lob.abund"
"s New England","prey",1988,22543040,"Million","stockassessment","lob.abund"
"s New England","prey",1989,25224210,"Million","stockassessment","lob.abund"
"s New England","prey",1990,27833300,"Million","stockassessment","lob.abund"
"s New England","prey",1991,25521280,"Million","stockassessment","lob.abund"
"s New England","prey",1992,23353590,"Million","stockassessment","lob.abund"
"s New England","prey",1993,26307100,"Million","stockassessment","lob.abund"
"s New England","prey",1994,31483100,"Million","stockassessment","lob.abund"
"s New England","prey",1995,34811200,"Million","stockassessment","lob.abund"
"s New England","prey",1996,36578200,"Million","stockassessment","lob.abund"
"s New England","prey",1997,36713200,"Million","stockassessment","lob.abund"
"s New England","prey",1998,35826500,"Million","stockassessment","lob.abund"
"s New England","prey",1999,33378300,"Million","stockassessment","lob.abund"
"s New England","prey",2000,27243130,"Million","stockassessment","lob.abund"
"s New England","prey",2001,21005940,"Million","stockassessment","lob.abund"
"s New England","prey",2002,16552630,"Million","stockassessment","lob.abund"
"s New England","prey",2003,12832540,"Million","stockassessment","lob.abund"
"s New England","prey",2004,13860130,"Million","stockassessment","lob.abund"
"s New England","prey",2005,15315410,"Million","stockassessment","lob.abund"
"s New England","prey",2006,14467660,"Million","stockassessment","lob.abund"
"s New England","prey",2007,14247040,"Million","stockassessment","lob.abund"
